t,cmd,id,pos_deg,spd_erpm,spd_deg_s,cur_a,temp_c,err
1.0604,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.0822,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.04,34,0
1.1003,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.1222,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.1418,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.1605,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.1809,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.2024,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.2227,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.2409,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.2618,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.2801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.3002,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.3217,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.3419,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.3610,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.3809,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.4010,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.4202,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.4402,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.4624,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.4808,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.5010,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.5204,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.5407,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.5613,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.5803,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.6003,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.6222,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.6410,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.6626,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.6801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.09,34,0
1.7027,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
1.7221,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.7402,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
1.7634,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.7803,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.8022,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.8201,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
1.8406,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.8618,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.8803,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
1.9023,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.9203,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.9408,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
1.9619,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
1.9821,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.0022,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.0222,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.0425,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.0609,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.0804,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.1008,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.1211,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.1410,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.1606,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.1801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.2023,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.2224,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.2413,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.2600,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
2.2804,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.3003,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
2.3212,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.3401,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.3601,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.3804,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.4008,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.4212,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.4415,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.4621,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.4802,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.5004,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.5217,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.5405,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.5617,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.5824,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.6024,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.6227,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.6409,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.6617,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.6810,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.7011,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,35,0
2.7218,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.7411,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.7611,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,35,0
2.7801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
2.8001,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.8217,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.8409,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.8617,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
2.8818,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,34,0
2.9006,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.08,35,0
2.9205,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,35,0
2.9418,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,35,0
2.9602,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,35,0
2.9801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.0022,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.0203,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.0402,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.0602,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.0819,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.1011,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.1211,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.1411,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.1606,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.1808,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.2023,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.2202,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.2400,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.2625,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.2800,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.3018,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.3216,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.3410,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.3601,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.3805,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.4026,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.4216,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.4405,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.4605,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.4806,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.5024,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.5213,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.5409,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.5600,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.5802,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.6027,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.6219,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.6407,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.6608,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.6826,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.7023,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.7213,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.7411,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.7620,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.7819,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.8001,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.8221,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
3.8411,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.8606,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.8815,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.9026,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.9213,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
3.9404,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.9612,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
3.9802,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.0006,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.0209,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.0413,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.0628,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.0801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.1002,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.1201,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.1423,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.1611,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.1826,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.2013,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.2221,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.2406,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.2601,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.2801,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.3020,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.3217,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.3426,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.3623,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.3827,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.4032,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.4219,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.4403,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.4623,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.4800,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.5008,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.5208,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.5401,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.5627,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.5822,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.6001,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.6207,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.6405,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.04,34,0
4.6602,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.6805,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.7008,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.7203,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.07,34,0
4.7422,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.7622,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.7820,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.8011,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.8203,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.8425,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.8627,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.8802,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.9004,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.9203,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
4.9401,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.9604,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.05,34,0
4.9807,位置-速度 0.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,-0.06,34,0
0.0000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,0.00,34,0
0.0219,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.0,0,0.00,0.22,34,0
0.0413,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.0,20,0.63,0.46,34,0
